Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
4, 1 (Private),1,2, Anytime after 3PM, 11AM, Apartment, Entire home/apt, $10 / night after 2 guests, 10%, 15%, Moderate, within an hour,11187498,40,145,ch,10
3, 1 (Private),1,1, Anytime after 12PM (noon), 1PM, Apartment, Entire home/apt, $25 / night after 2 guests, 10%, 0%, Strict, within an hour,1235426,70,146,ch,23.3333333333333
2, 1,1,1, Anytime after 2PM, 11AM, Apartment, Private room, $5 / night after the first guest, 0%, 0%, Strict, within an hour,1238598,80,147,ch,40
4, 2,2,2,, 1PM, Apartment, Entire home/apt, $15 / night after 3 guests, 16%, 33%, Moderate, within an hour,12011220,60,148,ch,15
2, 1,1,1,,, Apartment, Entire home/apt, $25 / night after the first guest, 10%, 0%, Flexible, within an hour,13854771,50,149,ch,25
2, 1 (Shared),1,1, Anytime after 3PM, 11AM, Apartment, Private room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,8151791,54,150,ch,27
3, 1,1,1, 1PM - 2AM (next day), 10AM, Apartment, Entire home/apt, $20 / night after 2 guests, 20%, 30%, Strict, within an hour,9992242,35,151,ch,11.6666666666667
2, 1,1,1, 3PM - 12AM (midnight), 1PM, Apartment, Private room, No Charge, 20%, 41%, Flexible, within an hour,2658124,42,152,ch,21
2, 1,1,1, 4PM - 9PM, 11AM, House, Private room, $7 / night after the first guest, 0%, 0%, Strict, within an hour,7143997,70,153,ch,35
2, 2 (Private),1,1, Anytime after 3PM, 12PM (noon), Apartment, Private room, No Charge,,, Flexible, within a few hours,14084354,150,154,ch,75
6, 2,3,4, Anytime after 4PM, 12PM (noon), Apartment, Entire home/apt,, 18%, 39%, Flexible, within an hour,6056635,30,155,ch,5
1, 1,1,1,,, House, Private room,, 10%, 15%, Flexible, within an hour,12822377,85,156,ch,85
2, 1,1,1,,, Condominium, Private room,, 0%, 0%, Flexible, within a few hours,7696980,40,157,ch,20
2, 1 (Shared),1,1, Anytime after 2PM, 12PM (noon), House, Private room,, 7%, 14%, Strict, within an hour,3811926,109,158,ch,54.5
2, 1,1,1, Anytime after 3PM, 11AM, Apartment, Private room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,9257902,50,159,ch,25
2, 1 (Shared),1,1, 5PM - 9PM, 12PM (noon), Apartment, Private room, $10 / night after the first guest, 10%, 12%, Strict, within an hour,8305935,60,160,ch,30
2, 1,1,1, Flexible, 12PM (noon), Apartment, Private room,,,, Moderate, within an hour,14119645,35,161,ch,17.5
